Split,Image,ClassGT,Class,CenterX,CenterY,RadiusX,RadiusY,Angle,WorkTime
test,5313.png,7,7,30.83333333,28.16666667,26.5,21.16666667,0.0,93
test,5313.png,7,7,14.33333333,24.66666667,15.0,21.66666667,0.0,22
test,5313.png,7,7,20.66666667,29.0,23.33333333,17.0,0.0,8
test,5315.png,7,7,27.0,28.0,17.0,26.33333333,0.0,9
test,5315.png,7,7,29.33333333,29.0,18.66666667,25.33333333,0.0,7
test,5315.png,7,7,30.16666667,24.0,24.5,27.66666667,0.0,94
test,5336.png,7,7,49.66666667,32.2597402,27.0,31.2597402,0.0,11
test,5336.png,7,7,40.5,20.83333333,25.16666667,23.16666667,0.0,43
test,5336.png,7,8,44.83333333,30.16666667,27.83333333,29.16666667,0.0,95
test,5352.png,7,7,76.0,26.0,14.66666667,21.66666667,0.0,327
test,5352.png,7,7,65.05389608,27.75,32.38722942,23.08333333,0.0,20
test,5352.png,7,7,78.33333333,27.5,18.0,22.83333333,0.0,9
test,5354.png,7,7,69.0,72.59307354,13.66666667,34.59307354,0.0,12
test,5354.png,7,7,71.66666667,75.33333333,9.0,20.0,0.0,469
test,5354.png,7,7,69.83333333,69.5,15.83333333,25.5,0.0,15
test,5382.png,7,7,77.16666667,35.16666667,19.83333333,24.5,0.0,10
test,5382.png,7,7,79.66666667,32.5,14.0,26.16666667,0.0,25
test,5382.png,7,7,80.16666667,30.66666667,17.5,19.0,0.0,18
test,5385.png,7,7,41.92640687,33.47056275,30.2597402,31.13722942,0.0,12
test,5385.png,7,7,38.0,31.66666667,29.66666667,32.66666667,0.0,108
test,5385.png,7,7,40.83333333,11.66666667,9.833333333,12.66666667,0.0,21
test,5391.png,7,7,70.66666667,35.97056275,25.33333333,30.97056275,0.0,95
test,5391.png,7,7,74.0,50.44350639,22.66666667,34.11017306,0.0,27
test,5391.png,7,7,71.83333333,51.5,24.83333333,33.83333333,0.0,283
test,5404.png,7,7,35.33333333,36.33333333,7.333333333,12.0,0.0,34
test,5404.png,7,7,24.66666667,38.0,22.66666667,26.0,0.0,95
test,5404.png,7,7,37.0,37.0,14.0,21.66666667,0.0,12
test,5408.png,7,7,17.66666667,26.16666667,19.0,20.83333333,0.0,16
test,5408.png,7,7,23.41666667,30.83333333,24.08333333,26.16666667,0.0,22
test,5408.png,7,7,30.05389608,33.38722942,33.05389608,33.38722942,0.0,18
test,5409.png,7,7,44.82359313,78.16666667,33.5097402,18.5,0.0,25
test,5409.png,7,6,70.0,31.66666667,20.0,21.0,0.0,9
test,5409.png,7,7,86.83333333,75.16666667,7.833333333,9.5,0.0,27
test,5414.png,7,7,12.33333333,38.66666667,8.333333333,14.0,0.0,336
test,5414.png,7,7,34.5097402,47.0,33.5097402,24.66666667,0.0,27
test,5414.png,7,7,10.5,37.83333333,14.16666667,14.5,0.0,12
test,5432.png,7,7,32.17640687,33.84307354,34.17640687,34.5097402,0.0,11
test,5432.png,7,7,19.66666667,31.33333333,18.66666667,20.0,0.0,16
test,5432.png,7,7,16.83333333,27.83333333,15.16666667,24.16666667,0.0,48
test,5439.png,7,7,17.33333333,75.33333333,20.33333333,19.33333333,0.0,26
test,5439.png,7,7,28.83333333,68.33333333,31.83333333,31.0,0.0,32
test,5439.png,7,7,63.83333333,35.66666667,18.83333333,15.0,0.0,9
test,5442.png,7,7,71.5,34.16666667,26.16666667,28.5,0.0,7
test,5442.png,7,7,63.33333333,33.0,23.0,29.33333333,0.0,21
test,5442.png,7,7,63.0,17.0,14.0,12.33333333,0.0,15
test,5443.png,7,7,24.0,30.83333333,18.0,24.83333333,0.0,12
test,5443.png,7,7,21.66666667,20.83333333,20.33333333,21.5,0.0,18
test,5443.png,7,7,20.83333333,22.66666667,14.16666667,21.33333333,0.0,18
test,5446.png,7,7,14.91666667,31.0,12.91666667,21.33333333,0.0,15
test,5446.png,7,7,17.33333333,33.5,20.0,28.5,0.0,34
test,5446.png,7,7,13.66666667,32.16666667,9.0,15.83333333,0.0,18
test,5449.png,7,7,35.92640687,33.63722942,33.2597402,33.97056275,0.0,27
test,5449.png,7,6,44.16666667,31.05389608,22.83333333,34.38722942,0.0,20
test,5449.png,7,7,47.16666667,49.0,19.83333333,31.66666667,0.0,14
test,545.png,7,7,77.33333333,29.66666667,19.66666667,24.66666667,0.0,16
test,545.png,7,7,78.83333333,26.16666667,23.5,26.16666667,0.0,14
test,545.png,7,7,74.0,37.97056275,26.0,32.97056275,0.0,10
test,5489.png,7,7,11.33333333,18.0,16.33333333,19.33333333,0.0,10
test,5489.png,7,7,15.66666667,21.66666667,17.33333333,21.0,0.0,13
test,5489.png,7,7,20.0,21.0,24.66666667,21.66666667,0.0,41
test,5523.png,7,7,26.0,32.0,31.66666667,24.33333333,0.0,11
test,5523.png,7,7,14.0,31.33333333,11.66666667,16.66666667,0.0,11
test,5523.png,7,7,10.5,32.16666667,13.83333333,20.83333333,0.0,33
test,5537.png,7,7,84.0,22.83333333,14.33333333,14.5,0.0,11
test,5537.png,7,7,84.66666667,20.66666667,11.0,18.33333333,0.0,9
test,5537.png,7,7,52.0,28.16666667,29.33333333,9.833333333,0.0,17
test,5539.png,7,7,37.34307354,30.22056275,30.67640687,27.55389608,0.0,35
test,5539.png,7,7,61.0,63.38722942,19.0,34.38722942,0.0,21
test,5539.png,7,7,33.92267306,32.09307354,31.92267306,32.09307354,0.0,16
test,554.png,7,7,81.0,29.16666667,11.33333333,19.16666667,0.0,14
test,554.png,7,7,67.16666667,31.09307354,30.5,33.09307354,0.0,12
test,554.png,7,7,80.5,30.63722942,14.16666667,22.97056275,0.0,131
test,5543.png,7,7,70.5,25.83333333,14.5,12.83333333,0.0,10
test,5543.png,7,7,69.33333333,28.0,17.66666667,19.0,0.0,9
test,5543.png,7,7,38.16666667,30.88722942,29.5,31.55389608,0.0,8
test,5547.png,7,7,85.58333333,25.66666667,8.024502751,15.12534539,-0.118792875,40
test,5547.png,7,7,81.5,26.0,12.16666667,16.33333333,0.0,12
test,5547.png,7,7,81.5,25.0,7.833333333,11.0,0.0,21
test,5554.png,7,7,84.33333333,35.66666667,13.0,15.33333333,0.0,18
test,5554.png,7,7,84.83333333,34.33333333,13.5,16.33333333,0.0,380
test,5554.png,7,7,63.7597402,41.55140687,33.7597402,30.55140687,0.0,256
test,5559.png,7,7,58.72135417,44.34635417,29.07803177,34.42184395,-0.785398163,140
test,5559.png,7,7,61.5,40.09307354,29.83333333,31.7597402,0.0,24
test,5559.png,7,7,48.00238089,32.5893668,34.18376618,34.43011361,0.0,26
test,5580.png,7,7,85.0,25.83333333,12.0,14.83333333,0.0,20
test,5580.png,7,7,80.33333333,27.66666667,17.66666667,19.0,0.0,19
test,5580.png,7,7,76.83333333,27.0,19.5,21.66666667,0.0,80
test,5589.png,7,7,23.66666667,22.16666667,10.33333333,14.83333333,0.0,16
test,5589.png,7,7,29.16666667,36.13722942,18.83333333,32.80389608,0.0,17
test,5589.png,7,7,24.16666667,22.33333333,12.16666667,15.33333333,0.0,19
test,559.png,7,7,42.33333333,38.5097402,28.0,34.17640687,0.0,11
test,559.png,7,7,49.0,23.33333333,12.33333333,18.0,0.0,12
test,559.png,7,7,39.83333333,31.66666667,16.16666667,28.33333333,0.0,16
test,56.png,7,7,84.5,29.5,12.5,16.5,0.0,11
test,56.png,7,7,76.66666667,33.0,20.33333333,25.66666667,0.0,7
test,56.png,7,7,49.66666667,39.66666667,15.66666667,13.66666667,0.0,10
test,5627.png,7,7,83.16666667,19.16666667,14.5,17.5,0.0,23
test,5627.png,7,7,83.83333333,21.16666667,13.5,16.16666667,0.0,7
test,5627.png,7,7,80.16666667,11.0,6.833333333,8.333333333,0.0,15
test,5633.png,7,5,69.0,33.66666667,17.0,16.66666667,0.0,24
test,5633.png,7,7,56.84307354,35.47056275,33.84307354,34.13722942,0.0,19
test,5633.png,7,5,45.5097402,29.33333333,34.17640687,22.0,0.0,366
test,5640.png,7,7,79.375,33.33333333,17.04166667,23.33333333,0.0,14
test,5640.png,7,7,81.33333333,29.83333333,16.0,30.83333333,0.0,10
test,5640.png,7,7,77.33333333,34.8847402,18.66666667,30.8847402,0.0,36
test,5668.png,7,7,84.83333333,46.16666667,11.5,18.16666667,0.0,27
test,5668.png,7,7,81.33333333,49.5,14.66666667,26.5,0.0,11
test,5668.png,7,7,83.83333333,45.83333333,12.83333333,17.5,0.0,26
test,5704.png,7,7,29.33333333,27.33333333,17.33333333,27.0,0.0,19
test,5704.png,7,7,28.5,28.5,13.83333333,25.16666667,0.0,10
test,5704.png,7,7,29.66666667,28.0,18.0,27.66666667,0.0,206
test,5706.png,7,7,52.16666667,22.0,15.5,26.33333333,0.0,23
test,5706.png,7,7,51.0,25.16666667,12.33333333,19.83333333,0.0,229
test,5706.png,7,7,50.5,25.34307354,12.83333333,24.67640687,0.0,14
test,5722.png,7,7,32.83333333,24.0,12.5,18.0,0.0,9
test,5722.png,7,7,31.66666667,27.83333333,9.0,14.16666667,0.0,18
test,5722.png,7,7,42.80140687,34.1347402,30.80140687,31.80140687,0.0,29
test,5729.png,7,7,25.16666667,62.5,12.16666667,17.5,0.0,14
test,5729.png,7,7,27.83333333,52.0,14.83333333,28.66666667,0.0,23
test,5729.png,7,7,25.66666667,58.83333333,15.0,17.5,0.0,25
test,5732.png,7,7,14.66666667,31.83333333,18.66666667,11.16666667,0.0,303
test,5732.png,7,7,73.75764946,24.30630874,7.87360839,13.83333333,0.496668635,51
test,5732.png,7,7,75.5,24.16666667,16.5,12.83333333,0.0,12
test,5737.png,7,7,6.166666667,45.33333333,11.5,14.0,0.0,13
test,5737.png,7,7,7.0,45.83333333,9.0,13.5,0.0,208
test,5737.png,7,7,14.0,45.83333333,14.33333333,15.83333333,0.0,17
test,5740.png,7,7,74.66666667,64.66666667,17.0,30.0,0.0,10
test,5740.png,7,7,39.7597402,51.66666667,30.42640687,22.66666667,0.0,8
test,5740.png,7,7,31.83333333,50.67640687,13.83333333,34.0097402,0.0,8
test,5748.png,7,7,55.83333333,28.16666667,16.16666667,26.5,0.0,20
test,5748.png,7,7,57.83333333,34.0,22.5,30.33333333,0.0,6
test,5748.png,7,7,64.33333333,28.83333333,31.0,26.5,0.0,102
test,5777.png,7,7,74.41666667,37.16666667,24.41666667,27.16666667,0.0,8
test,5777.png,7,7,86.66666667,35.66666667,5.0,8.666666667,0.0,14
test,5777.png,7,7,87.16666667,30.83333333,9.833333333,15.5,0.0,22
test,5779.png,7,7,82.66666667,17.83333333,13.0,16.5,0.0,46
test,5779.png,7,7,64.70232694,33.66666667,31.96433972,32.0,0.0,28
test,5779.png,7,7,79.83333333,16.83333333,20.83333333,23.16666667,0.0,17
test,578.png,7,7,13.0,68.16666667,12.33333333,20.83333333,0.0,9
test,578.png,7,7,12.0,68.0,11.0,20.0,0.0,12
test,578.png,7,7,13.16666667,67.16666667,12.5,21.16666667,0.0,42
test,5781.png,7,7,84.66666667,33.83333333,12.66666667,16.83333333,0.0,19
test,5781.png,7,7,77.5,33.66666667,19.83333333,24.0,0.0,105
test,5781.png,7,7,86.5,33.5,13.5,17.5,0.0,27
test,5782.png,7,7,17.66666667,37.0,18.0,25.33333333,0.0,20
test,5782.png,7,7,9.833333333,27.66666667,10.5,16.66666667,0.0,15
test,5782.png,7,7,82.16666667,66.83333333,13.83333333,22.83333333,0.0,28
test,580.png,7,7,66.0,33.78057354,21.0,34.11390687,0.0,19
test,580.png,7,7,55.55389608,30.33333333,33.22056275,30.33333333,0.0,53
test,580.png,7,7,67.33333333,21.16666667,22.66666667,21.83333333,0.0,26
test,5812.png,7,7,84.83333333,25.66666667,11.83333333,13.33333333,0.0,7
test,5812.png,7,7,75.66666667,30.16666667,21.66666667,25.83333333,0.0,9
test,5812.png,7,7,83.83333333,23.33333333,12.5,18.0,0.0,12
test,5827.png,7,7,69.33333333,20.83333333,19.66666667,21.5,0.0,14
test,5827.png,7,8,70.83333333,20.33333333,17.83333333,21.33333333,0.0,12
test,5827.png,7,7,70.33333333,22.0,17.66666667,21.66666667,0.0,34
test,5841.png,7,7,13.75,34.6347402,25.08333333,32.96807354,0.0,19
test,5841.png,7,7,10.83333333,23.5,12.5,18.83333333,0.0,36
test,5841.png,7,7,18.16666667,24.33333333,20.5,19.66666667,0.0,82
test,5842.png,7,7,16.5,59.33333333,23.16666667,31.66666667,0.0,21
test,5842.png,7,7,21.0,46.33333333,17.0,21.66666667,0.0,11
test,5842.png,7,7,12.5,53.46071422,16.83333333,32.89209952,0.0,16
test,5843.png,7,7,11.5,37.5,11.5,15.5,0.0,8
test,5843.png,7,7,19.66666667,35.83333333,24.33333333,13.83333333,-0.29635186,13
test,5843.png,7,7,20.5,37.83333333,17.83333333,22.5,0.0,6
test,5844.png,7,7,48.84307354,35.05389608,32.84307354,34.05389608,0.0,80
test,5844.png,7,7,45.16666667,34.0,10.83333333,25.33333333,0.0,8
test,5844.png,7,7,46.5,17.16666667,13.16666667,17.5,0.0,14
test,5847.png,7,7,86.0,50.16666667,9.333333333,20.5,0.0,12
test,5847.png,7,7,17.66666667,30.16666667,19.33333333,19.16666667,0.0,8
test,5847.png,7,7,23.33333333,37.33333333,31.66666667,28.0,0.0,8
test,5854.png,7,7,82.83333333,36.13722942,13.16666667,18.13722942,0.0,10
test,5854.png,7,7,80.66666667,36.5,14.33333333,19.83333333,0.0,18
test,5854.png,7,7,82.0,35.16666667,15.0,19.5,0.0,16
test,5857.png,7,7,80.33333333,29.33333333,16.66666667,16.0,0.0,16
test,5857.png,7,7,71.33333333,47.33333333,28.66666667,33.33333333,0.0,13
test,5857.png,7,7,79.0,29.33333333,16.66666667,14.66666667,0.0,23
test,5858.png,7,7,23.16666667,24.66666667,18.83333333,20.33333333,0.0,7
test,5858.png,7,7,24.83333333,25.0,13.16666667,23.33333333,0.0,17
test,5858.png,7,7,21.22056275,25.88722942,21.55389608,25.88722942,0.0,12
test,5877.png,7,7,77.16666667,50.16666667,20.16666667,24.83333333,0.0,7
test,5877.png,7,7,87.83333333,54.16666667,7.5,13.16666667,0.0,27
test,5877.png,7,7,83.0,55.66666667,20.66666667,17.66666667,0.0,39
test,5887.png,7,7,65.16666667,28.84307354,17.5,30.17640687,0.0,373
test,5887.png,7,7,64.66666667,31.5,17.66666667,30.83333333,0.0,17
test,5887.png,7,7,65.33333333,33.15183972,18.0,22.48517306,0.0,10
test,5894.png,7,7,84.83333333,30.33333333,17.16666667,19.33333333,0.0,36
test,5894.png,7,7,77.33333333,33.33333333,17.66666667,24.33333333,0.0,12
test,5894.png,7,7,70.33333333,28.5,18.66666667,17.83333333,0.0,93
test,5902.png,7,7,87.33333333,59.0,12.0,22.0,0.0,24
test,5902.png,7,7,82.16666667,57.16666667,22.16666667,13.16666667,0.0,37
test,5902.png,7,7,77.66666667,52.5,24.33333333,30.83333333,0.0,6
test,5920.png,7,7,53.55389608,23.33333333,33.55389608,26.66666667,0.0,18
test,5920.png,7,7,68.66666667,17.83333333,18.33333333,17.83333333,0.0,19
test,5920.png,7,7,70.5,19.66666667,15.16666667,20.0,0.0,15
test,5925.png,7,7,80.5,26.16666667,17.83333333,22.83333333,0.0,477
test,5925.png,7,7,68.83333333,31.21807354,24.16666667,34.21807354,0.0,12
test,5925.png,7,7,52.83333333,77.33333333,9.5,14.66666667,0.0,11
test,5928.png,7,7,32.33333333,23.33333333,12.66666667,21.0,0.0,11
test,5928.png,7,7,34.66666667,22.5,18.66666667,21.83333333,0.0,10
test,5928.png,7,7,33.5,24.66666667,13.16666667,22.66666667,0.0,9
test,5935.png,7,7,34.5,63.5,28.5,26.5,0.0,7
test,5935.png,7,8,12.16666667,68.83333333,12.16666667,17.83333333,0.0,13
test,5935.png,7,7,16.33333333,66.33333333,16.66666667,22.0,0.0,144
test,5939.png,7,7,40.66666667,41.7597402,23.66666667,33.09307354,0.0,107
test,5939.png,7,7,33.48517306,36.42640687,32.48517306,32.7597402,0.0,23
test,5939.png,7,7,36.0,40.30389608,22.66666667,32.97056275,0.0,12
test,5967.png,7,7,42.16666667,24.16666667,16.5,24.83333333,0.0,16
test,5967.png,7,7,41.66666667,24.5,10.0,21.83333333,0.0,9
test,5967.png,7,7,39.0,22.0,16.0,24.0,0.0,10
test,5968.png,7,7,83.83333333,45.5,11.5,16.83333333,0.0,8
test,5968.png,7,7,80.0,43.97056275,15.33333333,33.63722942,0.0,10
test,5968.png,7,7,77.33333333,41.5,13.0,17.83333333,0.0,11
test,5970.png,7,7,25.83333333,35.5,13.16666667,22.5,0.0,15
test,5970.png,7,7,35.16666667,31.16666667,13.5,16.5,0.0,22
test,5970.png,7,7,8.833333333,26.33333333,7.5,17.66666667,0.0,8
test,5986.png,7,7,64.67640687,31.17640687,32.34307354,30.84307354,0.0,11
test,5986.png,7,7,65.79767306,27.73890687,33.79767306,33.73890687,0.0,40
test,5986.png,7,7,82.83333333,17.66666667,12.83333333,16.66666667,0.0,9
test,5988.png,7,7,72.83333333,33.0,23.5,31.66666667,0.0,24
test,5988.png,7,7,86.33333333,25.16666667,10.33333333,16.83333333,-0.19156132,19
test,5988.png,7,7,50.6347402,44.0,33.30140687,30.0,0.0,42
test,599.png,7,7,82.0,49.66666667,15.66666667,18.66666667,0.0,12
test,599.png,7,7,70.27943725,49.66666667,33.72056275,24.66666667,0.0,65
test,599.png,7,7,84.16666667,51.33333333,11.83333333,16.66666667,0.0,9
test,5992.png,7,7,22.33333333,27.47056275,29.33333333,33.80389608,0.0,9
test,5992.png,7,7,12.5,22.83333333,11.83333333,15.83333333,0.0,212
test,5992.png,7,7,28.7597402,29.66666667,33.7597402,22.66666667,0.0,26
test,6032.png,7,7,23.0,39.33333333,19.0,22.0,0.0,13
test,6032.png,7,7,31.59307354,44.55389608,33.92640687,33.88722942,0.0,48
test,6032.png,7,7,19.0,35.5,23.0,21.16666667,0.0,21
test,6039.png,7,7,40.0,20.16666667,9.333333333,14.16666667,0.0,8
test,6039.png,7,7,48.5,34.17640687,28.83333333,34.17640687,0.0,9
test,6039.png,7,7,38.83333333,19.16666667,12.83333333,16.83333333,0.0,101
test,6042.png,7,7,68.33333333,23.5,15.33333333,23.16666667,0.0,27
test,6042.png,7,7,69.83333333,22.08333333,13.5,19.75,0.0,15
test,6042.png,7,7,74.83333333,28.83333333,18.16666667,24.16666667,0.0,9
test,6051.png,7,7,72.66666667,25.16666667,16.66666667,20.5,0.0,223
test,6051.png,7,7,74.0,25.0,16.0,22.66666667,0.0,13
test,6051.png,7,7,67.0,35.90183972,22.0,33.90183972,0.0,11
test,6054.png,7,7,13.0,64.5,12.0,17.83333333,0.0,8
test,6054.png,7,7,13.5,66.16666667,14.5,20.5,0.0,17
test,6054.png,7,7,11.5,65.66666667,12.5,17.0,0.0,10
test,6056.png,7,7,73.0,12.5,15.33333333,11.16666667,0.0,9
test,6056.png,7,7,76.33333333,11.16666667,10.66666667,9.5,0.0,7
test,6056.png,7,7,73.72056275,12.16666667,13.72056275,6.833333333,0.0,10
test,607.png,7,7,69.0,20.5,26.0,14.16666667,0.0,21
test,607.png,7,7,60.6113635,33.12738089,33.94231594,32.89209952,0.0,25
test,607.png,7,7,81.33333333,17.16666667,16.33333333,15.5,0.0,13
test,6081.png,7,7,19.0,42.5,14.66666667,23.83333333,0.0,10
test,6081.png,7,7,17.0,41.66666667,13.0,21.66666667,0.0,317
test,6081.png,7,7,17.66666667,45.66666667,13.66666667,19.0,0.0,10
test,6085.png,7,7,74.66666667,28.33333333,22.66666667,17.66666667,0.0,15
test,6085.png,7,7,64.91666667,63.28192646,27.25,33.71807354,0.236385484,19
test,6085.png,7,7,69.5,32.7597402,26.5,33.7597402,0.0,14
test,6103.png,7,7,57.83333333,19.5,17.16666667,19.5,0.0,43
test,6103.png,7,7,56.16666667,29.0,21.83333333,22.33333333,0.0,13
test,6103.png,7,7,54.5,31.16666667,18.16666667,19.16666667,0.0,15
test,6104.png,7,7,87.0,20.83333333,9.0,16.16666667,0.0,13
test,6104.png,7,7,61.33333333,44.94859313,32.66666667,31.71807354,0.0,26
test,6104.png,7,6,65.5,30.33333333,19.83333333,21.33333333,0.0,32
test,6107.png,7,7,51.05389608,30.47056275,34.72056275,34.13722942,0.0,14
test,6107.png,7,7,52.83333333,26.5,14.16666667,25.83333333,0.0,7
test,6107.png,7,7,52.5,27.33333333,12.83333333,23.0,0.0,10
test,6116.png,7,7,61.80140687,56.80140687,32.1347402,32.46807354,0.0,7
test,6116.png,7,7,78.83333333,51.83333333,22.83333333,31.83333333,0.0,17
test,6116.png,7,7,75.33333333,50.91666667,20.0,25.25,0.0,14
test,6118.png,7,7,66.0,24.16666667,19.0,23.16666667,0.0,218
test,6118.png,7,7,71.33333333,33.0,11.66666667,11.66666667,0.0,62
test,6118.png,7,7,66.0,23.66666667,18.0,20.66666667,0.0,9
test,6124.png,7,7,80.0,45.66666667,21.0,33.0,0.0,12
test,6124.png,7,7,77.2597402,53.66666667,26.92640687,20.66666667,0.0,14
test,6124.png,7,7,75.33333333,45.90183972,21.33333333,34.23517306,0.0,10
test,6138.png,7,7,35.91666667,21.0,9.916666667,16.0,0.0,35
test,6138.png,7,7,39.33333333,19.16666667,20.0,18.5,0.0,221
test,6138.png,7,7,38.83333333,20.5,14.83333333,14.5,0.0,9
test,6151.png,7,7,27.66666667,34.16666667,22.66666667,24.83333333,0.0,30
test,6151.png,7,7,28.16666667,34.33333333,20.5,25.33333333,0.0,13
test,6151.png,7,7,29.0,35.0,14.33333333,24.33333333,0.0,10
test,6154.png,7,7,87.16666667,26.33333333,8.5,11.66666667,0.0,11
test,6154.png,7,7,85.0,28.16666667,12.0,16.5,0.0,7
test,6154.png,7,7,86.33333333,17.5,5.333333333,6.833333333,0.0,13
test,6203.png,7,7,76.66666667,17.83333333,17.66666667,17.16666667,0.0,23
test,6203.png,7,7,73.5,22.83333333,20.16666667,22.16666667,0.0,82
test,6203.png,7,7,67.53566028,27.0,31.79767306,31.0,0.0,32
test,6206.png,7,7,83.0,68.5,13.0,19.5,0.0,9
test,6206.png,7,7,76.66666667,67.33333333,21.0,23.66666667,0.0,308
test,6206.png,7,7,82.16666667,65.13722942,14.16666667,17.47056275,0.0,13
test,6222.png,7,7,33.72056275,24.33333333,33.05389608,25.33333333,0.0,382
test,6222.png,7,7,25.0,21.0,27.66666667,19.33333333,0.0,269
test,6222.png,7,7,50.0,21.16666667,32.66666667,11.16666667,0.0,16
test,6227.png,7,7,79.0,43.5,14.66666667,13.5,0.0,328
test,6227.png,7,7,17.83333333,45.0,18.83333333,18.0,0.0,38
test,6227.png,7,7,26.0,42.5,25.33333333,21.5,0.0,20
test,6233.png,7,7,55.16666667,52.66666667,29.5,28.33333333,0.0,16
test,6233.png,7,7,49.0,23.83333333,19.0,20.16666667,0.0,14
test,6233.png,7,7,54.83333333,57.5,28.83333333,28.16666667,0.0,16
test,6238.png,7,7,50.16666667,21.83333333,11.5,19.5,0.0,11
test,6238.png,7,7,19.66666667,32.5,16.0,25.5,0.0,13
test,6238.png,7,7,48.63155915,22.23603536,8.431271672,17.33214543,0.439112656,388
test,6242.png,7,7,69.0,42.66666667,30.0,29.33333333,0.0,323
test,6242.png,7,7,84.5,41.83333333,12.83333333,19.16666667,0.0,20
test,6242.png,7,3,69.27943725,43.8847402,34.72056275,33.8847402,0.0,34
test,6243.png,7,7,66.83333333,30.0,17.5,25.0,0.0,9
test,6243.png,7,7,67.5,26.58333333,16.5,24.91666667,0.0,8
test,6243.png,7,7,63.90258003,30.21433972,32.23591337,33.88100639,0.0,25
test,6247.png,7,7,80.5,57.91666667,14.5,22.91666667,0.0,29
test,6247.png,7,7,85.0,61.66666667,14.33333333,17.33333333,0.0,14
test,6247.png,7,7,85.16666667,63.66666667,8.833333333,17.0,0.0,15
test,6250.png,7,7,46.38100639,51.77683972,32.71433972,32.77683972,0.0,144
test,6250.png,7,7,60.80140687,50.42640687,34.1347402,33.42640687,0.0,9
test,6250.png,7,7,59.66666667,50.16666667,25.33333333,33.5,0.0,6
test,6259.png,7,7,61.33333333,22.66666667,17.66666667,19.33333333,0.0,7
test,6259.png,7,7,55.0,29.66666667,10.66666667,11.0,0.0,103
test,6259.png,7,7,59.33333333,20.16666667,13.0,19.83333333,0.0,7
test,6266.png,7,7,15.66666667,44.5,18.66666667,21.16666667,0.0,345
test,6266.png,7,7,12.16666667,50.83333333,9.5,13.83333333,0.0,11
test,6266.png,7,7,35.88722942,53.52943725,32.55389608,31.80389608,0.0,28
test,6267.png,7,7,30.66666667,25.83333333,13.33333333,23.5,0.0,15
test,6267.png,7,7,32.33333333,35.5,5.0,9.833333333,0.0,14
test,6267.png,7,7,28.0,28.8847402,15.0,33.55140687,0.0,17
test,6285.png,7,7,65.66666667,40.33333333,19.0,27.66666667,0.0,18
test,6285.png,7,7,51.28057354,47.1347402,33.61390687,33.80140687,0.0,33
test,6285.png,7,7,62.69214862,37.80768697,25.16666667,33.54840234,0.443276913,39
test,629.png,7,7,13.5,13.33333333,13.16666667,14.0,0.0,347
test,629.png,7,7,83.83333333,18.0,12.16666667,10.66666667,0.0,9
test,629.png,7,7,15.5,17.5,17.16666667,11.83333333,0.0,13
test,6300.png,7,7,34.5,82.66666667,20.83333333,18.0,0.0,10
test,6300.png,7,7,54.67640687,30.34307354,34.67640687,33.34307354,0.0,295
test,6300.png,7,7,65.83333333,35.7597402,30.5,31.42640687,0.0,8
test,6304.png,7,7,9.5,28.66666667,11.5,14.33333333,0.0,14
test,6304.png,7,7,15.5,27.16666667,19.16666667,21.83333333,0.0,21
test,6304.png,7,7,10.16666667,27.83333333,10.83333333,14.83333333,0.0,466
test,6309.png,7,7,25.83333333,32.67640687,25.16666667,33.67640687,0.0,125
test,6309.png,7,7,23.0,19.0,12.33333333,15.0,0.0,9
test,6309.png,7,7,22.33333333,18.83333333,10.66666667,18.5,0.0,10
test,6315.png,7,7,41.83333333,47.66666667,9.5,23.0,0.0,10
test,6315.png,7,7,60.0,30.83333333,31.0,30.16666667,0.0,14
test,6315.png,7,7,62.16666667,28.33333333,13.5,29.0,0.0,10
test,6316.png,7,7,18.83333333,66.5,23.5,25.5,0.0,23
test,6316.png,7,7,16.30389608,71.66666667,13.97056275,22.33333333,0.0,19
test,6316.png,7,7,25.72056275,61.84307354,30.38722942,34.84307354,0.0,12
test,6329.png,7,7,81.83333333,19.83333333,15.5,15.16666667,0.0,36
test,6329.png,7,7,84.83333333,19.0,13.5,16.0,0.0,33
test,6329.png,7,7,84.83333333,19.0,11.16666667,19.66666667,0.0,478
test,634.png,7,7,52.33333333,27.17640687,30.33333333,26.5097402,0.0,10
test,634.png,7,7,53.83333333,21.0,14.16666667,21.0,0.0,20
test,634.png,7,7,54.5,25.5,17.16666667,24.83333333,0.0,44
test,6361.png,7,7,8.666666667,27.83333333,8.0,12.5,0.0,10
test,6361.png,7,7,16.5,31.33333333,28.5,18.33333333,0.0,65
test,6361.png,7,7,9.666666667,28.33333333,9.666666667,13.66666667,0.0,16
test,6363.png,7,7,71.33333333,38.88722942,26.33333333,33.55389608,0.0,9
test,6363.png,7,7,81.16666667,51.5,15.83333333,18.16666667,0.0,7
test,6363.png,7,7,83.66666667,51.0,15.33333333,20.33333333,0.0,21
test,6381.png,7,7,34.38722942,43.55389608,34.05389608,33.88722942,0.0,11
test,6381.png,7,7,21.0,34.83333333,19.33333333,26.5,0.0,23
test,6381.png,7,7,41.0,44.16666667,14.0,18.83333333,0.0,9
test,6398.png,7,7,82.5,37.0,15.5,27.33333333,0.0,15
test,6398.png,7,7,83.5,34.33333333,13.16666667,16.33333333,0.0,11
test,6398.png,7,7,81.33333333,34.83333333,15.66666667,18.5,0.0,21
test,640.png,7,7,14.5,32.83333333,10.16666667,27.16666667,0.0,11
